NQUEST,TIPOI,QUEST,NQUESTP,STUPCF,STUMCF,STUPCO,STUMCO,CITPCF,CITMCF,CITPCO,CITMCO,VITGEN,NGEN,FIGLI,NFIGLI,PARNOIT,ANCONV,CONTINT,NCOMP
909856,2,3,,5,4,7,7,1,1,1,1,1,3,2,,,2011,5,3
909926,1,3,,,,,,,,,,1,2,1,1,2,,5,1
909978,1,3,,,,,,,,,,1,2,2,,2,,2,1
909997,1,3,,,,,,,,,,2,,2,,,,2,1
910009,1,3,,2,2,,,1,1,,,2,,2,,2,,3,1
910013,1,3,,,,,,,,,,2,,2,,,1972,5,2
910042,1,3,,,,,,,,,,2,,2,,,1975,1,2
910045,1,3,,,,,,,,,,2,,2,,,1965,1,2
910051,2,3,,,,,,,,,,2,,1,1,,,2,2
910057,2,3,,,,,,,,,,2,,2,,,1969,2,2
910061,2,3,,,,,,,,,,2,,2,,,1973,2,4
910065,2,3,,,,,,,,,,2,,2,,2,,2,2
910087,1,3,,2,2,,,1,1,,,2,,2,,2,,8,1
910106,2,3,,,,,,,,,,1,1,1,2,,1973,3,2
910148,2,3,,,,,,,,,,2,,2,,,1977,3,3
910152,2,3,,,,,,,,,,2,,2,,,1992,2,3
910156,2,3,,,,,,,,,,1,1,2,,,1998,2,4
910176,1,3,,,,,,,,,,2,,2,,2,,2,2
910218,1,3,,2,2,,,1,1,,,2,,1,2,,,2,1
910236,2,3,,1,1,,,1,1,,,2,,2,,2,,3,1
910274,1,3,,5,5,,,1,1,,,2,,2,,2,,3,2
910335,2,3,,,,,,,,,,1,3,1,2,,1983,1,3
910358,1,3,,,,,,,,,,1,3,2,,,2007,1,4
910373,1,3,,,,,,,,,,2,,2,,2,,1,1
910422,2,3,,,,,,,,,,1,1,1,2,1,,3,1
910476,1,3,,,,,,,,,,2,,2,,2,,3,1
910480,2,3,,2,2,2,2,1,1,1,1,1,3,1,1,,1981,5,2
910483,2,3,,1,2,3,3,1,1,1,1,2,,1,1,,1976,5,3
910484,2,3,,3,2,2,2,1,1,1,1,2,,1,1,,1977,2,2
910485,2,3,,2,2,,,1,1,,,2,,2,,2,,3,1
910503,2,3,,4,3,5,4,1,1,1,1,1,2,2,,,2006,4,4
910509,1,3,,,,,,,,,,2,,2,,,1989,3,5
910514,2,3,,,,,,,,,,2,,2,,,1999,8,6
910519,2,3,,4,4,4,4,1,1,1,1,1,4,2,,,2011,3,4
910525,2,3,,2,2,,,1,1,,,2,,1,1,,,3,1
910528,2,3,,2,2,2,2,1,1,1,1,2,,2,,,1975,3,2
910561,1,3,,3,4,,,1,1,,,2,,2,,2,,3,4
910564,2,3,,,,,,,,,,1,2,2,,,,2,3
910567,1,3,,,,,,,,,,2,,2,,,,2,1
910633,1,3,,,,,,,,,,2,,2,,2,,1,6
910659,1,3,,,,,,,,,,1,1,1,1,,1982,1,4
910662,2,3,,,,,,,,,,2,,1,1,,1969,3,2
910672,2,3,,,,,,,,,,3,,2,,,1983,2,3
910675,2,3,,2,2,,,1,1,,,2,,1,2,2,,2,2
910685,1,3,,,,,,,,,,3,,1,3,,1978,2,2
910686,2,3,,,,,,,,,,2,,2,,,2003,2,5
910703,1,3,,,,,,,,,,2,,2,,,1988,1,4
910714,1,3,,,,,,,,,,1,1,2,,,1990,2,2
910757,1,3,,,,,,,,,,1,1,2,,,1987,3,2
910814,2,3,,2,4,,,1,1,,,2,,2,,2,,2,3
910816,2,3,,2,2,3,3,1,1,1,1,2,,2,,,2000,2,4
910833,2,3,,7,5,4,3,2,2,2,2,2,,2,,,2001,5,4
910839,2,3,,2,2,,,1,1,,,2,,2,,2,,3,2
910841,2,3,,2,2,,,1,1,,,1,1,2,,,,5,1
910842,1,3,,,,,,,,,,2,,2,,,1985,2,2
910859,1,3,,,,,,,,,,2,,2,,,,2,1
910860,2,3,,2,2,2,2,1,1,1,1,1,1,2,,,1988,2,3
910882,1,3,,,,,,,,,,2,,1,1,,1978,1,2
910886,1,3,,,,,,,,,,2,,1,1,,,1,1
910933,1,3,,2,2,,,1,1,,,2,,2,,,,1,2
910937,2,3,,2,2,2,2,1,1,1,1,2,,1,2,,1976,2,2
910951,1,3,,3,3,3,3,1,1,1,1,2,,2,,,1990,1,3
910974,1,3,,,,,,,,,,2,,1,1,,,1,1
910983,1,3,,,,,,,,,,2,,2,,2,,1,1
910984,1,3,,,,,,,,,,2,,2,,2,,3,1
910994,2,3,,,,,,,,,,1,2,2,,,1988,2,3
911007,2,3,,,,,,,,,,2,,1,2,2,,2,1
911033,1,3,,,,,,,,,,2,,2,,,,1,1
911047,2,3,,,,,,,,,,1,4,1,1,,1995,2,3
911061,2,3,,,,,,,,,,2,,2,,,1977,2,2
911071,2,3,,1,1,,,1,1,,,2,,2,,,,1,1
911078,1,3,,1,1,1,1,1,1,1,1,2,,2,,,1980,1,2
911082,1,3,,1,1,1,1,1,1,1,1,1,2,2,,,1993,1,2
911083,1,3,,,,,,,,,,2,,1,1,,1998,1,2
911087,2,3,,1,1,,,1,1,,,2,,2,,,2005,1,4
911093,2,3,,,,,,,,,,2,,2,,,2018,1,3
911115,1,3,,3,3,2,2,1,1,1,1,1,2,2,,,1984,2,3
911116,1,3,,2,2,2,2,1,1,1,1,1,1,1,2,,1983,2,2
911117,1,3,,2,2,,,1,1,,,2,,1,2,,,3,1
911118,1,3,,2,2,,,1,1,,,2,,1,3,,,4,1
911119,1,3,,2,2,2,2,1,1,1,1,2,,1,3,,1961,3,2
911120,1,3,,2,2,,,1,1,,,2,,2,,2,,1,1
911133,1,3,,,,,,,,,,1,1,2,,2,,6,1
911158,1,3,,2,2,2,2,1,1,1,1,2,,2,,,1971,4,2
911164,2,3,,2,2,,,1,1,,,2,,1,1,2,,4,1
911168,1,3,,2,2,4,2,1,1,1,1,2,,1,2,,1970,4,2
911175,2,3,,3,4,4,3,1,1,1,1,1,4,2,,,2005,3,4
911188,2,3,,,,,,,,,,2,,1,1,,,5,1
911248,2,3,,,,,,,,,,2,,2,,,1988,2,3
911328,2,3,,,,,,,,,,2,,2,,,1982,3,2
911350,1,3,,2,2,,,1,1,,,2,,1,1,,,2,1
911351,2,3,,,,,,,,,,2,,1,2,,1975,2,2
911366,1,3,,3,2,2,3,1,1,1,1,1,4,2,,,1993,1,3
911371,2,3,,,,,,,,,,2,,2,,2,,2,1
911394,1,3,,2,2,2,2,1,1,1,1,1,1,1,1,,1982,2,3
911423,2,3,,,,,,,,,,2,,1,2,,,4,1
911425,1,3,,,,,,,,,,2,,1,1,,,1,1
911448,1,3,,,,,,,,,,2,,2,,,1998,2,2
911470,2,3,,3,2,,,1,1,,,2,,1,3,,,2,1
911482,2,3,,,,,,,,,,2,,2,,2,,2,1
911509,2,3,,2,2,2,2,1,1,1,1,2,,1,2,,1958,2,2
911522,2,3,,,,,,,,,,2,,1,2,,,2,1
911531,1,3,,2,2,2,2,1,1,1,1,2,,2,,,1965,1,2
911563,1,3,,,,,,,,,,2,,1,2,,1973,1,2
911579,2,3,,,,,,,,,,1,1,1,1,2,,2,1
911580,1,3,,2,3,,,1,1,,,2,,1,2,2,,3,1
911638,2,3,,3,3,3,3,1,1,1,1,2,,1,3,,1973,2,2
911652,2,3,,4,3,3,3,1,1,1,1,2,,2,,,1998,2,3
911689,2,3,,2,2,,,1,1,,,2,,1,2,2,,5,1
911706,2,3,,,,,,,,,,1,2,2,,,2010,3,5
911811,2,3,,2,2,,,1,1,,,2,,2,,2,,5,1
911816,1,3,,2,1,,,1,1,,,2,,2,,,,1,1
911871,2,3,,,,,,,,,,1,1,1,2,,1989,3,4
911889,2,3,,,,,,,,,,1,2,2,,2,,2,3
911922,2,3,,,,,,,,,,1,1,2,,,1983,2,3
911938,2,3,,,,,,,,,,1,3,2,,,2009,2,2
911952,2,3,,,,,,,,,,2,,1,2,,1972,4,2
911962,1,3,,,,,,,,,,2,,1,1,,,2,1
911963,2,3,,,,,,,,,,1,2,1,1,,,4,2
911966,1,3,,,,,,,,,,2,,1,1,,1981,3,2
911972,2,3,,,,,,,,,,1,1,2,,2,,2,2
911992,1,3,,,,,,,,,,2,,1,1,,,2,1
911993,1,3,,,,,,,,,,2,,1,3,,,5,1
911997,1,3,,,,,,,,,,1,4,2,,,1978,3,2
912022,1,3,,,,,,,,,,1,2,2,,2,,2,1
912042,1,3,,2,2,2,2,1,1,1,1,2,,2,,,1970,3,2
912051,1,3,,1,1,2,2,1,1,1,1,1,3,2,,,1995,2,4
912087,2,3,,1,1,2,2,1,1,1,1,2,,2,,,1980,2,3
912095,2,3,,,,,,,,,,2,,2,,,1995,2,3
912146,2,3,,3,2,2,2,1,1,1,1,1,1,1,1,,1983,3,3
912147,2,3,,7,7,7,7,1,1,1,1,2,,1,2,,1978,5,2
912148,2,3,,3,3,,,1,1,,,2,,1,1,2,,3,1
912150,2,3,,,,,,,,,,3,,2,,,1993,4,5
912151,2,3,,4,3,,,1,1,,,1,2,2,,2,,4,3
912154,1,3,,5,5,4,4,2,2,2,2,1,4,2,,,2019,1,3
912185,1,3,,,,,,,,,,2,,1,2,,1982,1,3
912192,1,3,,,,,,,,,,2,,2,,2,,2,1
912205,1,3,,3,2,2,2,1,1,1,1,1,1,1,2,,1986,3,2
912222,1,3,,,,,,,,,,2,,2,,,1969,3,3
912223,1,3,,,,,,,,,,2,,2,,,,1,1
912227,1,3,,,,,,,,,,2,,1,2,,,2,1
912229,1,3,,,,,,,,,,2,,1,2,,1977,1,2
912261,1,3,,,,,,,,,,2,,2,,,,1,1
912262,2,3,,,,,,,,,,1,1,1,3,,1975,7,2
912274,1,3,,,,,,,,,,2,,1,2,,1970,2,3
912338,1,3,,,,,,,,,,1,2,2,,,2001,1,4
912342,1,3,,,,,,,,,,2,,2,,,2008,1,4
912360,1,3,,,,,,,,,,2,,2,,,,1,1
912362,1,3,,,,,,,,,,2,,2,,,1970,1,2
912367,1,3,,,,,,,,,,1,1,2,,,1974,2,2
912372,1,3,,,,,,,,,,1,2,1,1,,1982,2,2
912377,1,3,,3,3,5,4,1,1,1,1,1,2,2,,,2017,1,2
912382,1,3,,,,,,,,,,2,,2,,,2005,2,5
912385,2,3,,,,,,,,,,2,,2,,2,,2,1
912398,1,3,,,,,,,,,,2,,2,,2,,1,1
912409,1,3,,,,,,,,,,2,,1,3,,,1,1
912449,1,3,,3,2,,,1,1,,,2,,2,,2,,1,1
912451,1,3,,3,2,3,2,1,1,1,1,2,,2,,,1978,1,2
912453,1,3,,,,,,,,,,2,,1,2,,,1,1
912456,1,3,,1,1,1,1,1,1,1,1,2,,1,1,,,2,1
912482,2,3,,,,,,,,,,1,1,2,,2,,3,1
912552,2,3,,,,,,,,,,2,,1,1,,1971,3,2
912555,1,3,,2,2,,,1,1,,,2,,2,,,,1,5
912563,2,3,,,,,,,,,,1,2,2,,2,,3,1
912591,1,3,,,,,,,,,,2,,1,2,,1975,2,2
912597,2,3,,,,,,,,,,2,,2,,,1969,2,2
912634,1,3,,,,,,,,,,1,1,2,,,1981,2,2
912635,2,3,,,,,,,,,,2,,1,2,,,2,2
912638,2,3,,,,,,,,,,2,,1,2,2,,2,1
912664,2,3,,,,,,,,,,1,3,2,,,1998,2,4
912694,2,3,,,,,,,,,,1,2,1,4,2,,2,2
912716,2,3,,,,,,,,,,2,,1,2,,1976,2,2
912721,2,3,,,,,,,,,,2,,1,1,,1975,4,2
912731,1,3,,,,,,,,,,2,,2,,,1976,3,2
912768,2,3,,,,,,,,,,1,1,1,1,,,2,1
912815,1,3,,,,,,,,,,2,,1,2,,,2,1
912821,2,3,,,,,,,,,,2,,1,1,2,,2,1
912891,1,3,,,,,,,,,,2,,2,,,1979,1,2
912905,1,3,,,,,,,,,,1,1,2,,2,,3,1
912947,2,3,,,,,,,,,,2,,2,,2,,2,1
913072,2,3,,3,3,4,4,1,1,1,2,1,2,2,,2,,3,1
913080,2,3,,2,2,2,2,1,1,1,1,2,,1,2,,1972,8,2
913151,2,3,,2,2,2,2,1,1,1,1,2,,1,2,,1984,2,2
913161,2,3,,,,,,,,,,1,1,1,1,,1984,2,3
913196,1,3,,,,,,,,,,2,,2,,,,1,1
913203,1,3,,,,,,,,,,1,1,1,2,,1980,2,2
913207,2,3,,,,,,,,,,2,,1,1,2,,2,2
913208,2,3,,,,,,,,,,2,,2,,2,,3,3
913216,1,3,,,,,,,,,,2,,1,2,,,1,1
913229,1,3,,,,,,,,,,1,2,1,4,1,,4,1
913236,1,3,,,,,,,,,,2,,2,,2,,3,1
913237,1,3,,,,,,,,,,2,,1,1,,1979,3,2
913245,1,3,,,,,,,,,,2,,1,2,,,2,1
913250,1,3,,,,,,,,,,2,,1,2,,,1,1
913254,1,3,,,,,,,,,,2,,1,4,,2010,2,2
913259,1,3,,,,,,,,,,1,1,2,,2,,2,1
913300,2,3,,,,,,,,,,2,,1,2,,1982,5,2
913307,2,3,,,,,,,,,,2,,2,,,1977,3,2
913322,2,3,,,,,,,,,,2,,2,,,2009,4,6
913323,2,3,,,,,,,,,,1,1,2,,2,,4,1
913329,2,3,,,,,,,,,,2,,1,3,,,3,1
913345,2,3,,2,2,2,2,1,1,1,1,2,,1,1,,1980,2,2
913415,1,3,,,,,,,,,,2,,1,4,2,,2,1
913420,1,3,,2,1,2,2,1,1,1,1,1,1,2,,,1978,1,3
913424,2,3,,2,1,2,1,1,1,1,1,2,,2,,,1974,2,2
913447,1,3,,3,3,2,3,1,1,1,1,1,3,2,,,2002,4,4
913470,1,3,,,,,,,,,,2,,2,,,1971,1,2
913471,2,3,,1,1,1,1,1,1,1,1,2,,1,1,,1974,2,2
913472,1,3,,,,,,,,,,2,,1,1,,1982,1,3
913474,2,3,,,,,,,,,,2,,2,,,1984,2,3
913481,2,3,,2,3,3,3,1,1,1,1,2,,2,,,1998,2,3
913486,2,3,,2,2,2,2,2,2,2,2,1,2,2,,,2001,2,3
913487,2,3,,2,2,,,1,1,,,2,,1,1,2,,2,3
913499,2,3,,,,,,,,,,2,,1,3,,1972,2,3
913564,1,3,,,,,,,,,,2,,2,,,,2,1
913577,2,3,,,,,,,,,,1,1,2,,2,,4,1
913612,2,3,,,,,,,,,,2,,1,2,,1971,3,2
913613,2,3,,,,,,,,,,2,,1,1,,1958,2,3
913645,2,3,,7,7,,,1,1,,,2,,2,,2,,2,1
913646,2,3,,7,7,,,1,1,,,2,,1,2,,,2,1
913651,2,3,,,,,,,,,,3,,2,,,1968,2,3
913656,1,3,,,,,,,,,,3,,1,2,,1973,1,2
913658,2,3,,7,5,,,1,1,,,2,,2,,2,,2,2
913660,2,3,,,,,,,,,,3,,2,,,1979,2,4
913662,1,3,,,,,,,,,,3,,1,2,,1981,1,2
913668,2,3,,,,,,,,,,2,,1,2,,1985,2,2
913669,2,3,,,,,,,,,,3,,2,,,1992,2,3
913681,2,3,,7,7,,,1,1,,,2,,2,,,,2,1
913701,2,3,,,,,,,,,,2,,1,3,,2006,2,2
913742,1,3,,2,2,,,1,1,,,2,,2,,2,,2,1
913752,1,3,,,,,,,,,,1,4,2,,,1998,3,4
913754,1,3,,,,,,,,,,2,,2,,,1998,2,3
913766,1,3,,,,,,,,,,2,,2,,,2000,4,3
913767,1,3,,,,,,,,,,2,,2,,,1989,2,3
913768,1,3,,,,,,,,,,1,1,2,,,2013,2,3
913777,1,3,,,,,,,,,,2,,1,4,,1976,3,2
913779,1,3,,,,,,,,,,2,,2,,2,,2,1
913780,1,3,,,,,,,,,,2,,2,,2,,1,1
913784,1,3,,,,,,,,,,2,,1,6,,1969,1,2
913788,1,3,,,,,,,,,,2,,1,2,,1969,1,2
913826,1,3,,,,,,,,,,2,,2,,2,,1,1
913827,1,3,,,,,,,,,,2,,2,,2,,1,1
913830,1,3,,,,,,,,,,2,,1,1,,,1,1
913874,1,3,,,,,,,,,,2,,1,4,,,1,1
913876,2,3,,2,2,2,2,1,1,1,1,2,,1,1,,1971,2,3
913902,1,3,,4,3,3,3,1,1,1,1,1,4,2,,,2006,1,3
913909,1,3,,,,,,,,,,2,,1,2,2,,2,1
913912,1,3,,,,,,,,,,2,,1,1,,1980,2,3
913925,1,3,,,,,,,,,,2,,1,4,,,2,1
913926,1,3,,,,,,,,,,2,,1,1,,1992,3,7
913933,1,3,,,,,,,,,,1,1,2,,,1991,4,5
913934,2,3,,,,,,,,,,1,1,2,,,1996,6,5
913946,2,3,,,,,,,,,,2,,2,,2,,2,1
913950,1,3,,,,,,,,,,1,4,2,,,2010,2,5
913953,1,3,,,,,,,,,,1,3,2,,,2011,2,4
913954,2,3,,,,,,,,,,1,3,2,,,2006,2,5
913961,1,3,,2,2,,,1,1,,,2,,2,,2,,2,1
913962,1,3,,2,2,,,1,1,,,2,,1,2,,,4,1
913965,1,3,,2,2,,,1,1,,,2,,1,2,2,,4,1
914003,1,3,,2,2,,,1,1,,,2,,2,,2,,1,1
914006,1,3,,2,3,,,1,1,,,2,,2,,,,3,1
914011,2,3,,2,2,2,2,1,1,1,1,2,,1,2,,1969,4,2
914047,1,3,,,,,,,,,,2,,1,2,,1974,1,2
914051,1,3,,2,2,2,3,1,1,1,1,2,,1,2,,1976,1,2
914055,1,3,,,,,,,,,,2,,1,2,,1972,1,2
914056,1,3,,,,,,,,,,2,,1,1,,1967,1,2
914059,1,3,,,,,,,,,,2,,1,2,,,2,1
914060,2,3,,,,,,,,,,2,,1,2,,,2,1
914113,1,3,,4,3,,,2,2,,,2,,1,1,,,2,1
914137,1,3,,1,1,1,1,1,1,1,1,2,,1,2,,1960,1,2
914144,1,3,,,,,,,,,,2,,1,4,2,,1,1
914148,2,3,,,,,,,,,,2,,2,,2,,1,1
914149,1,3,,,,,,,,,,1,1,2,,,1995,1,3
914186,1,3,,,,,,,,,,1,1,1,3,,1981,3,2
914187,2,3,,2,2,2,2,1,1,1,1,2,,1,2,,1977,2,2
914188,1,3,,2,2,,,1,1,,,2,,1,3,,,1,1
914190,1,3,,2,2,2,2,1,1,1,1,2,,1,2,,1972,1,2
914280,1,3,,,,,,,,,,2,,2,,,2016,1,2
914286,1,3,,,,,,,,,,2,,1,2,,1979,1,2
914406,1,3,,2,2,,,1,1,,,1,1,2,,2,,3,1
914421,2,3,,,,,,,,,,2,,2,,,1989,3,4
914454,1,3,,1,1,,,1,1,,,2,,2,,2,,3,2
914456,1,3,,,,,,,,,,2,,1,2,,1976,2,2
914460,1,3,,,,,,,,,,2,,2,,,,1,2
914461,1,3,,,,,,,,,,2,,1,3,,1980,2,2
914508,2,3,,4,4,1,1,1,1,1,1,2,,2,,,1983,3,2
914525,2,3,,2,2,2,2,1,1,1,1,2,,1,1,,1989,2,2
914547,2,3,,,,,,,,,,2,,1,2,,1973,2,2
914551,2,3,,,,,,,,,,1,3,1,3,,1989,2,3
914602,1,3,,,,,,,,,,2,,2,,,1981,1,2
914611,2,3,,2,2,,,1,1,,,2,,2,,2,,4,1
914633,2,3,,4,4,,,1,1,,,2,,1,1,2,,2,2
914635,1,3,,2,2,7,7,1,1,2,2,2,,2,,,2013,1,4
914637,1,3,,2,2,2,2,1,1,1,1,2,,2,,,1966,2,2
914640,1,3,,2,2,,,1,1,,,2,,2,,2,,2,1
914646,1,3,,2,2,2,3,1,1,1,1,2,,2,,,2016,4,2
914657,1,3,,3,2,3,2,2,2,2,2,1,2,2,,,1997,1,3
914677,1,3,,,,,,,,,,2,,1,5,2,,13,1
914680,2,3,,,,,,,,,,2,,2,,2,,3,1
914687,1,3,,,,,,,,,,2,,2,,2,,4,1
914699,2,3,,,,,,,,,,1,1,1,1,2,,2,3
914706,1,3,,,,,,,,,,1,1,2,,,2001,1,4
914715,2,3,,4,3,,,1,1,,,2,,2,,2,,3,2
914722,2,3,,4,3,,,1,1,,,2,,1,2,2,,3,1
914733,1,3,,2,2,2,2,1,1,1,1,2,,1,2,,1967,3,2
914735,1,3,,,,,,,,,,2,,1,2,,1971,2,2
914763,1,3,,,,,,,,,,2,,1,1,,,2,1
914801,2,3,,,,,,,,,,1,1,1,1,,1984,4,3
914828,1,3,,2,2,,,1,1,,,2,,2,,2,,3,1
914849,2,3,,,,,,,,,,2,,1,3,,1980,3,4
914874,1,3,,1,1,1,1,1,1,1,1,2,,1,7,,1973,1,2
914877,2,3,,,,,,,,,,2,,1,1,2,,5,1
914902,2,3,,2,2,,,1,1,,,1,2,2,,2,,2,1
914912,1,3,,2,1,1,1,1,1,1,1,2,,1,2,,1969,1,3
914913,2,3,,3,3,,,1,1,,,2,,2,,2,,2,1
914914,1,3,,,,,,,,,,1,1,1,1,,1988,3,3
914934,1,3,,3,3,,,1,1,,,2,,1,1,2,,1,1
914956,2,3,,,,,,,,,,2,,1,3,,1966,2,2
914962,2,3,,2,2,2,2,1,1,1,1,2,,1,1,,1971,2,3
914966,2,3,,2,2,2,2,1,1,1,1,2,,1,2,,1986,2,2
915002,1,3,,,,,,,,,,2,,1,2,,1963,1,3
915004,1,3,,,,,,,,,,2,,1,1,,1961,3,2
915008,2,3,,,,,,,,,,1,2,1,2,,1981,2,2
915010,1,3,,,,,,,,,,2,,1,2,,1978,3,2
915011,1,3,,,,,,,,,,2,,1,1,,,1,1
915047,2,3,,,,,,,,,,2,,1,2,,,2,1
915051,2,3,,,,,,,,,,2,,1,3,,1968,3,2
915053,2,3,,,,,,,,,,2,,1,4,,1975,2,2
915091,2,3,,,,,,,,,,2,,1,2,,1978,2,2
915096,2,3,,,,,,,,,,2,,2,,,1974,2,2
915099,1,3,,,,,,,,,,1,2,1,3,,1982,1,3
915104,2,3,,,,,,,,,,2,,1,1,,,2,2
915107,2,3,,,,,,,,,,2,,2,,2,,3,1
915110,2,3,,,,,,,,,,1,2,2,,,,2,4
915113,2,3,,,,,,,,,,2,,2,,2,,3,2
915161,1,3,,5,5,2,2,1,1,2,2,2,,1,2,,2011,1,2
915165,2,3,,,,,,,,,,2,,1,2,,1974,2,2
915197,1,3,,,,,,,,,,2,,1,2,,1979,1,2
915212,2,3,,3,3,,,1,1,,,2,,2,,2,,3,1
915224,2,3,,,,,,,,,,1,2,2,,2,,2,2
915234,2,3,,2,2,,,1,1,,,2,,2,,2,,3,3
915236,2,3,,,,,,,,,,1,4,2,,,1993,2,3
915242,2,3,,,,,,,,,,2,,1,2,,2016,2,3
915243,2,3,,,,,,,,,,1,2,1,1,,1982,2,6
915250,2,3,,,,,,,,,,2,,2,,,1997,2,3
915318,2,3,,2,2,,,1,1,,,2,,1,1,,,3,1
915320,2,3,,,,,,,,,,2,,1,2,,1975,3,2
915336,2,3,,,,,,,,,,2,,1,2,2,,2,1
915338,2,3,,,,,,,,,,1,2,2,,,2001,2,4
915372,2,3,,,,,,,,,,2,,2,,,1983,2,4
915377,2,3,,,,,,,,,,2,,1,3,,1973,2,2
915413,1,3,,3,2,3,3,1,1,1,1,2,,2,,,1980,1,2
915421,1,3,,2,2,,,1,1,,,2,,2,,2,,2,1
915455,1,3,,7,7,,,1,1,,,2,,1,3,,,1,1
915468,1,3,,,,,,,,,,2,,1,1,,1974,1,2
915470,1,3,,2,2,,,1,1,,,2,,1,3,,,1,1
915488,1,3,,3,3,,,1,1,,,2,,2,,2,,2,1
915506,1,3,,,,,,,,,,2,,1,1,,1970,2,2
915507,1,3,,,,,,,,,,2,,2,,2,,2,1
915513,2,3,,,,,,,,,,1,3,2,,,2000,2,3
915528,1,3,,,,,,,,,,1,2,2,,2,,3,1
915569,2,3,,,,,,,,,,2,,1,2,,1991,3,2
915571,2,3,,,,,,,,,,1,4,2,,,1995,7,5
915578,2,3,,,,,,,,,,1,3,2,,,2011,2,4
915580,2,3,,,,,,,,,,1,3,2,,,2004,2,3
915632,2,3,,1,3,2,2,1,1,1,1,2,,1,2,,1962,4,2
915636,1,3,,,,,,,,,,2,,1,2,,,2,1
915646,1,3,,,,,,,,,,2,,1,2,,,1,1
915653,1,3,,,,,,,,,,1,4,2,,,1995,1,4
915678,2,3,,,,,,,,,,2,,2,,,,2,1
915680,2,3,,,,,,,,,,2,,1,1,,1981,2,3
915692,2,3,,,,,,,,,,2,,2,,,1984,2,4
915698,1,3,,,,,,,,,,2,,2,,2,,1,1
915705,2,3,,,,,,,,,,2,,2,,,1978,2,2
915707,1,3,,,,,,,,,,2,,2,,,,1,1
915724,1,3,,,,,,,,,,2,,1,1,,1972,1,2
915728,2,3,,7,7,7,7,1,1,1,1,2,,2,,,1978,2,2
915746,2,3,,,,,,,,,,2,,1,2,,1977,2,2
915767,1,3,,3,3,3,3,1,1,1,1,2,,2,,,1963,1,2
915768,2,3,,,,,,,,,,2,,2,,2,,3,1
915774,2,3,,2,2,2,2,1,1,1,1,2,,2,,,1976,2,3
915775,2,3,,,,,,,,,,2,,2,,,1979,3,3
915784,2,3,,,,,,,,,,1,2,2,,2,,1,2
915786,2,3,,,,,,,,,,2,,2,,,1990,2,5
915789,2,3,,,,,,,,,,2,,2,,,1975,1,2
915819,2,3,,2,2,2,2,1,1,1,1,3,,1,2,,1980,2,2
915860,2,3,,2,2,,,1,1,,,3,,2,,,,5,1
915882,2,3,,,,,,,,,,3,,1,1,2,,2,1
915897,2,3,,7,7,7,7,2,2,2,2,3,,2,,,1995,2,4
915902,2,3,,,,,,,,,,2,,1,2,,1971,2,2
915909,2,3,,,,,,,,,,2,,1,2,,1973,3,2
915943,2,3,,,,,,,,,,1,1,1,1,2,,2,1
915992,1,3,,,,,,,,,,2,,2,,2,,1,1
916011,1,3,,,,,,,,,,1,1,1,1,,,1,1
916012,1,3,,,,,,,,,,1,3,1,1,,1992,2,3
916044,2,3,,,,,,,,,,2,,1,1,,1963,2,3
916052,2,3,,,,,,,,,,1,2,2,,,1989,2,4
916149,1,3,,3,2,2,2,1,1,1,1,2,,2,,,1995,2,5
916170,1,3,,,,,,,,,,1,3,1,2,,2005,6,3
916199,2,3,,,,,,,,,,1,1,1,1,,1976,2,3
916205,1,3,,1,1,,,2,2,,,1,2,2,,1,,1,1
916218,1,3,,,,,,,,,,1,1,2,,2,,1,2
916231,1,3,,,,,,,,,,2,,2,,2,,3,1
916275,1,3,,,,,,,,,,2,,1,2,,1965,2,2
916373,1,3,,3,2,,,1,1,,,2,,1,1,,,8,1
916388,2,3,,3,4,2,2,1,1,1,1,2,,1,2,,1977,2,2
916404,2,3,,,,,,,,,,2,,1,2,,2007,4,2
916449,2,3,,,,,,,,,,1,1,2,,2,,3,3
916451,1,3,,,,,,,,,,2,,2,,2,,7,1
916537,2,3,,5,6,,,1,1,,,1,2,2,,2,,2,1
916612,1,3,,2,2,,,1,1,,,2,,1,2,,,3,1
916613,1,3,,,,,,,,,,2,,1,1,,1974,4,2
916626,1,3,,,,,,,,,,2,,1,3,,1968,3,2
916634,1,3,,1,1,,,1,1,,,1,1,1,1,,,2,1
916658,1,3,,2,2,,,1,1,,,2,,2,,,,1,1
916674,1,3,,,,,,,,,,2,,2,,,2006,2,5
916703,1,3,,,,,,,,,,1,2,2,,,2010,2,2
916765,1,3,,,,,,,,,,1,1,2,,2,,1,1
916805,1,3,,2,2,4,3,1,1,1,1,2,,2,,,1974,2,2
916809,1,3,,2,2,,,1,1,,,2,,2,,,,6,1
916822,2,3,,4,4,,,1,1,,,2,,1,1,2,,2,1
916826,1,3,,2,3,,,1,1,,,2,,2,,2,,2,1
916843,1,3,,,,,,,,,,2,,2,,,1981,2,3
916851,1,3,,,,,,,,,,2,,2,,,,1,1
916853,1,3,,,,,,,,,,2,,2,,2,,3,1
916856,1,3,,,,,,,,,,2,,1,1,,,3,2
916860,1,3,,,,,,,,,,2,,1,1,2,,3,1
916876,1,3,,,,,,,,,,1,1,2,,,1990,1,2
916896,1,3,,4,3,3,3,1,1,1,1,2,,1,2,,1961,6,2
916905,1,3,,2,1,2,1,1,1,1,1,1,1,2,,,1978,1,2
