NQUEST,POS_A3,POS_B,POS_C1,POS_C2,POS_C3,POS_D1,POS_D2,POS_D3,POS_E1,POS_E2,POS_F1,POS_F2,POS_G,POS_H,FONDIPOSS,FONDIQUOTA1,FONDIQUOTA2,PIRPOSS,PIRAMM,VARAF,VARAFA,VARAFB,RISFIN,RISMOTBIS,RISPAR,RISPARFINE,VARRISPAR,PRECAUZ,EMERG,QTASSO,QINT,QRISK1,Sconto1,Sconto2,Sconto3,Sconto4,DOCSEZC,AFA3,AFB,AFC1,AFC2,AFC3,AFD1,AFD2,AFD3,AFE1,AFE2,AFF1,AFF2,AFG,AFH,PDEPOS,AFDEPOS
957999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,1,2000,,4,3,1,1,1,8000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26000
958000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,2,2,3,40000,2,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000
958003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,5000,4,4,2,2,2,50000,1,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,800
958022,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,2,,2,,,3,3,1,1,1,5000,1,3,2,2,2,2,2,1,2,0,10265.965063,7158.7427117,6914.2112191,2978.8615794,24244.458724,0,0,0,0,0,0,0,0,1,47540.949521
958051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,1,1,3,10000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,1,5000
958053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,5000,4,2,2,2,2,100000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,389.02911586
958055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,20000,4,2,3,3,2,80000,1,3,2,1,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23000
958056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,20000,4,2,3,3,2,10000,1,3,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
958064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,70,30,2,,3,,50,2,1,2,1,2,20000,1,3,2,2,2,2,1,,1,0,0,0,0,0,0,0,600,0,0,0,0,0,0,1,0
958079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,3,2,2,3,35000,1,2,3,2,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
958081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,3,2,2,2,2000,1,2,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
958083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,4,3,3,3,3000,2,4,4,3,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
958098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,5,,,3,4,2,2,2,3000,1,2,4,3,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
958100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,2000,2,2,1,1,2,5000,1,3,1,1,2,2,1,,2,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
958102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,4,2,2,2,8000,1,1,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
958104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,2000,2,4,2,2,2,50000,2,3,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
958111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,3,3,2,2,3,30000,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
958112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,2,2,3,1500,2,2,2,2,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
958114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,3,2,2,3,1500,1,4,3,3,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500
958115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,2,2,3,25000,2,4,4,1,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
958116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,2,2,2,3,20000,1,4,4,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7500
958117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,1,3,2,2,3,10000,1,4,5,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12500
959012,0,0,0,1,0,1,1,1,1,0,0,1,0,0,4,,,2,,1,30000,,3,4,1,1,3,100000,2,5,5,4,2,2,2,2,2,0,0,0,209640.88749,0,811126.15511,4880700.9046,404407.75001,101344.29212,0,0,778984.62894,0,0,1,14129196.005
959022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,4,1,1,3,5000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19000
959040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,1,2000,,2,1,1,2,1,5000,1,3,2,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,892.93154046
959058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,5,2,2,3,1000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
959098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,5,,,4,3,2,2,2,3000,1,5,5,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11834.417308
959114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,2,2,3,50000,1,3,2,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
959124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,2,2,3,8000,1,3,2,2,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40000
959131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,4,2,2,2,50000,1,3,2,2,2,1,,,2,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,1,3000
959134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,50,50,2,,1,6000,,2,3,1,1,3,5000,1,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,1,15000
959167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,2,,1,2000,,4,2,1,1,1,3000,1,3,2,2,2,2,1,,2,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,1,9550.4218866
959207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,4,2,1,3,50000,1,1,2,2,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15520.536993
959238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,3,1,3,3,2,10000,1,4,4,3,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
959254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,12000,4,3,2,2,2,20000,1,3,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2226.7734726
959256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,3000,4,2,2,2,3,1000,2,2,5,1,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1001
959264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,3,4,1,1,1,10000,1,4,4,3,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59917.741371
959315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,1,1,1,50000,2,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64941.211235
959343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,4,4,2,2,3,20000,2,4,4,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
959351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,1,2,2,2,2,6000,2,1,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25000
959373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,2,2,2,2500,1,4,2,3,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000
959381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,4,2,1,3,10000,1,3,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20000
959392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,4,2,2,2,2,3000,1,1,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
959396,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,2,,2,,,2,3,1,1,1,500000,2,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,1,119940.90397
959398,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,2,,3,,10000,4,3,3,3,2,200000,1,2,2,2,1,,,,2,0,0,13000,10000,50000,0,0,0,0,0,0,0,0,0,1,4500
959399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,1,1,3,7000,1,3,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
959428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,2,2,2,1000,1,2,3,3,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.23802306
959433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,4,4,2,2,3,1500,2,4,4,3,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
960036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,1,500,,3,2,1,1,3,3000,1,3,2,2,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001
960045,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,,,2,,3,,25000,3,2,3,2,2,5000,1,3,2,2,2,2,2,1,1,0,0,0,0,0,0,17781.017595,9300.075151,0,0,0,0,0,0,1,4500
960050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,5,,,3,1,1,1,2,2000,2,5,5,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2910.7734601
960052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,1,10000,,3,1,1,1,1,10000,1,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31225.970251
960053,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,,,1,30000,1,150000,,3,4,1,1,1,10000,1,3,2,2,2,2,2,2,1,0,886970.67845,0,88479.443276,0,0,0,100167.865,54654.973136,0,0,0,0,0,1,902659.13304
960062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,1,2,2,3,10000,2,4,4,3,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
960065,0,0,1,1,0,1,0,0,1,0,0,0,0,0,,,,2,,4,,,4,4,2,1,3,50000,1,3,2,3,2,2,2,2,2,0,0,52375.037379,25903.571401,0,14362.028783,0,0,29833.730446,0,0,0,0,0,1,10000
960070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,3,1,1,2,100000,1,3,2,2,2,2,2,2,2,0,11490.750973,0,0,0,0,0,0,0,0,0,0,0,0,1,3054.9618878
960074,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,,,2,,1,90000,,3,4,1,1,1,100000,1,3,2,2,1,,,,2,0,0,0,0,0,0,0,350000,20000,0,0,125000,0,0,1,550000
960085,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,,,2,,2,,,3,4,3,3,2,30000,1,3,2,2,2,1,,,2,0,100000,0,0,0,0,0,122321.48246,9034.5716357,0,0,0,0,0,1,20000
960089,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,1,1,3,20000,2,3,2,2,2,2,2,2,2,0,0,102.65076196,8000,0,0,0,0,0,0,0,0,0,0,1,9967.4849113
960092,0,1,0,0,0,1,1,0,1,0,0,0,0,0,,,,2,,1,10000,,2,3,1,3,3,70000,1,3,2,2,2,2,2,1,2,0,690632.60931,0,0,0,69416.040386,67092.498257,0,4431.9479902,0,0,0,0,0,1,66879.560814
960100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,2,2,1,50000,1,3,3,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2696.7161939
960112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,,,2,,3,,1000,4,4,3,2,2,2500,2,3,2,2,1,,,,2,0,0,0,0,0,0,0,75000,0,0,0,0,0,0,1,36000
960119,0,0,1,1,1,0,0,0,1,0,0,0,0,0,,,,2,,2,,,4,4,1,1,3,500000,1,3,2,2,2,2,2,2,2,0,0,55000,60000,80000,0,0,0,50000,0,0,0,0,0,1,10000
960130,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,,,2,,2,,,2,3,1,1,1,50000,1,3,2,2,2,2,2,2,2,0,494036.50506,0,0,0,0,0,375962.48999,0,0,0,181149.86258,0,0,1,810921.56752
960160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,1,2,2,2,35000,2,3,2,3,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,317437.31279
960166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,1,1,3,2500,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30000
960182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,4,1,1,3,15000,1,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60241.369291
960186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,1,1,1,1,40000,1,3,1,2,2,2,2,1,2,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
960221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,1,1,3,2000,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000
960223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,,,2,,1,1500,,4,2,1,1,1,30000,1,3,2,2,2,2,1,,2,0,0,0,0,0,0,0,15144.434938,0,0,0,0,0,0,1,3194.1526213
960251,0,1,0,0,0,1,1,1,1,0,1,1,0,0,2,,,2,,2,,,2,5,1,1,1,100000,1,3,2,2,2,2,2,1,2,0,381.39385554,0,0,0,405.03990289,638.78613081,657.86585577,522.98011042,0,0,408.19274351,0,0,1,0
960254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,1,2,2,3,5000,1,3,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
960258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,3,2,2,6000,2,3,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
960297,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,2,,2,,,4,1,1,1,3,50000,1,3,2,2,2,1,,,2,0,0,0,0,0,0,0,0,0,10000,5000,0,0,0,1,15000
960299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,2,2,3,15000,1,4,4,3,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
960303,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,,,2,,1,1000,,4,2,1,1,1,6000,1,3,3,2,2,2,1,,2,0,0,0,0,0,0,0,5000,0,0,10000,0,0,0,1,37000
960304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,4,2,2,2,50000,1,3,3,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19000
960306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,2,1,3,50000,1,3,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
960341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,5,,,3,3,2,1,2,20000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
960347,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,2,,2,,,4,3,2,2,3,30000,1,3,2,2,2,2,1,,2,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,1,4000
960364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,1,2,3,1000000,1,3,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
960366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,1,1,1,1,5000,1,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58345.647136
960374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,3,2,2,3,5000,1,4,4,3,2,2,2,2,2,0,0,49444.987234,0,0,0,0,0,0,0,0,0,0,0,1,9335.1503595
960382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,2,,2,,,3,2,2,1,3,1500,1,3,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,14201.319384,0,0,0,0,1,5000
960385,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,,,2,,2,,,3,3,1,1,3,200000,1,3,2,2,2,1,,,2,0,0,30000,0,0,0,30000,20000,10000,0,0,0,0,0,1,100000
960411,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,1,12000,1,3500,,3,1,1,1,1,30000,1,3,2,2,2,1,,,1,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,1,15000
960429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,1,1,3,15000,1,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60000
960433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,2,2,3,20000,1,3,2,2,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000
960434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,3,2,3,20000,2,3,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000
960453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,2,2,2,3,10000,1,2,4,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
960461,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,,,2,,1,2000,,1,3,1,1,3,50000,1,3,2,2,2,1,,,2,0,0,0,0,0,0,0,22762.491631,2000,0,0,0,0,0,1,5000
960481,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2,,2,,,4,4,2,1,3,70000,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,1,36000
960496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,1,2,1,3,5000,1,1,1,3,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6295.0989183
960505,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,,,2,,3,,15000,3,3,2,2,3,10000,1,3,2,2,2,2,1,,2,0,30000,0,0,0,0,0,3500,1500,0,0,0,0,0,1,5500
960510,0,1,0,0,0,1,0,1,0,1,1,0,0,0,2,,,2,,1,9000,,2,3,3,2,2,100000,1,3,2,2,2,2,2,2,1,0,30000,0,0,0,60000,0,130000,0,550.88838829,10000,0,0,0,1,3000
960519,0,1,1,0,0,0,0,0,1,1,0,0,0,0,,,,2,,1,5500,,2,3,1,1,1,400000,1,3,2,2,2,2,2,2,2,0,55000,10000,0,0,0,0,0,20106.999784,1000,0,0,0,0,1,15000
960543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,5,1,1,2,10000,2,5,4,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67597.67416
960589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,2,2,2,50000,2,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1765.6993519
960593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,4,1,2,1,20000,1,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52000
960612,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,,,2,,1,3500,,3,4,2,1,2,100000,1,3,2,3,2,1,,,2,0,100000,0,0,0,1696.9981183,1055.5380658,1091.6754655,0,0,0,0,0,0,1,36000
960631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,2,2,3,10000,1,4,4,1,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2982.0883914
960633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,2,2,1,20000,2,2,1,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229343.72312
960637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,2,1,2,2,30000,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26145.989494
960657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,30000,4,2,3,2,2,50000,1,3,2,2,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
960682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,4,1,1,3,1000000,1,1,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53736.006844
960703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,2000,3,1,1,1,2,4000,1,1,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17000
960726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,2,2,3,3500,1,3,3,2,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
960728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,1,1,1,1,3000,1,2,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
960734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,2,2,3,25000,1,2,3,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28000
960742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,1,2,2,2,5000,1,3,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50000
960743,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,,,1,10000,2,,,3,1,1,3,2,100000,1,3,2,2,2,2,2,1,2,0,60000,0,0,0,0,40000,0,20000,0,0,0,0,0,1,50000
960747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,2,1,2,10000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308689.44684
960755,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,2,,2,,,4,4,1,1,3,15000,1,3,4,2,2,2,2,1,2,0,0,0,0,0,0,0,0,517,0,0,0,0,0,1,15000
960774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,,,2,,2,,,1,2,2,2,2,10000,2,2,2,1,1,,,,2,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,1,15000
960775,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,3,1,1,1,50000,1,3,2,2,2,2,1,,2,0,50000,0,0,10000,0,0,0,0,0,0,0,0,0,1,32000
960863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,1,3,3,10000,1,3,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000
960897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,2,,3,,50000,4,4,3,3,2,40000,2,3,2,2,2,2,1,,1,0,0,0,0,0,0,0,0,693.13905623,0,0,0,0,0,1,186529.4913
960914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,1000,4,1,2,2,2,1500,2,2,4,1,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
960917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,2,1,3,4000,2,3,2,4,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12000
960947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,1,5000,,2,2,1,1,1,50000,2,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57435.296204
960953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,1,2,1,1,1,100000,2,3,2,2,1,,,,2,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,1,900000
960968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,2,2,2,2,8000,2,2,4,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
961010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,3,3,2,2,2,2500,1,3,2,3,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6845.8281963
961021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,1,1,3,2600,2,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000
961022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,1,1,3,10000,2,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53661.89336
961023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,3,2,2,3,2800,1,3,3,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1800
961112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,4,2,2,3,6000,1,3,2,2,2,1,,,2,0,0,4786.3269398,0,0,0,0,0,0,0,0,0,0,0,1,11722.01421
